project_name,status,technology
Backbase,1,QA_AUTOMATION_ENGINEER_JAVA
Backbase,1,"QA_AUTOMATION_ENGINEER_JAVA,QA_AUTOMATION_ENGINEER_JS"
Backbase,1,"QA_AUTOMATION_ENGINEER_JAVA,QA_AUTOMATION_ENGINEER_JS"
inDriver,1,ANDROID
Letsbloom,1,RUBY
msg Plaut Austria GmbH,1,ANDROID
ATG,1,NODE_JS
Backbase,1,JAVA
Backbase,1,IOS
Exness,1,DEVOPS
Backbase,1,IOS
Backbase,1,JAVA
Backbase,1,JAVA
msg Plaut Austria GmbH,1,DEVOPS
Backbase,1,JAVA
Paysera,1,"ANDROID,IOS"
Сбербанк Казахстан,1,IOS
Сбербанк Казахстан,1,IOS
IHS,1,NET
Backbase,1,ANGULAR
IHS,1,NET
Reuter Gruppe,1,"NODE_JS,TYPE_SCRIPT"
Moonfare,1,NODE_JS
msg Plaut Austria GmbH,1,QA_AUTOMATION_ENGINEER_PYTHON
SupplyStack,1,PROJECT_MANAGEMENT
SupplyStack,1,PROJECT_MANAGEMENT
Thryve (mHealth Pioneers GmbH),1,JAVA
Thryve (mHealth Pioneers GmbH),1,JAVA
Thryve (mHealth Pioneers GmbH),1,JAVA
WorldR,1,"DEVOPS,DEVSECOPS"
Verses,1,FLUTTER
Enersis,1,ANGULAR
Verses,1,"NODE_JS,TYPE_SCRIPT"
